Variable,MAPE_Test,R2_Test
Demanda_Total_MBTUD,3.549012169241905,0.7474790215492249
HenryHub_USD_MMBtu,7.924165781302205,0.48221214832891757
TTF_USD_MMBtu,2.2698504242276125,0.9818854249382469
